modelo,latencia_algoritmica_ms,latencia_computacional_ms,latencia_total_ms,crecimiento,rtf,wer
Voxtral,160,71.51128419657309,231.5112841965731,1.0109281664684486,0.8925455843437027,16.976404259761953
Voxtral,320,70.17699709260053,390.1769970926005,1.0264224647703855,0.8711173523019756,13.969513468365003
Voxtral,480,67.15582088204506,547.1558208820451,1.0000895786820645,0.831358091525007,9.688870327834621
Voxtral,960,67.9703389383982,1027.9703389383983,1.0138124430668298,0.8336835055002039,7.412821048235539
Voxtral,1920,69.55468923641628,1989.5546892364164,1.0288754379129719,0.8385111455029455,19.983295051158905
